index,Team,MP,W,D,L,GF,GA,GD,Pts,season,round,league_id
15,4665,4,0,3,1,3,5,-2,3,2019,9,141
16,728,4,0,3,1,5,7,-2,3,2019,9,141
17,718,5,1,0,4,6,9,-3,3,2019,9,141
18,731,4,0,2,2,1,3,-2,2,2019,9,141
19,4907,4,0,2,2,4,7,-3,2,2019,9,141
20,544,5,0,2,3,4,10,-6,2,2019,9,141
21,799,4,0,2,2,3,9,-6,2,2019,9,141
22,547,4,0,0,4,1,7,-6,0,2019,9,141
1,724,5,4,0,1,8,6,2,12,2019,10,141
2,711,5,2,3,0,9,6,3,9,2019,10,141
3,723,6,2,3,1,8,6,2,9,2019,10,141
4,4906,5,3,0,2,5,4,1,9,2019,10,141
5,722,6,3,0,3,5,8,-3,9,2019,10,141
6,534,5,2,2,1,5,2,3,8,2019,10,141
7,860,6,2,2,2,7,7,0,8,2019,10,141
8,719,5,2,1,2,9,8,1,7,2019,10,141
9,797,5,2,1,2,5,5,0,7,2019,10,141
10,726,5,2,0,3,2,3,-1,6,2019,10,141
11,732,4,1,2,1,7,5,2,5,2019,10,141
12,535,6,1,2,3,4,7,-3,5,2019,10,141
13,716,4,0,4,0,3,3,0,4,2019,10,141
14,717,5,0,4,1,6,7,-1,4,2019,10,141
15,728,5,0,4,1,6,8,-2,4,2019,10,141
16,4665,4,0,3,1,3,5,-2,3,2019,10,141
17,547,5,1,0,4,4,7,-3,3,2019,10,141
18,718,5,1,0,4,6,9,-3,3,2019,10,141
19,4907,4,0,2,2,4,7,-3,2,2019,10,141
20,731,5,0,2,3,1,5,-4,2,2019,10,141
21,544,5,0,2,3,4,10,-6,2,2019,10,141
22,799,5,0,2,3,3,11,-8,2,2019,10,141
1,724,6,5,0,1,10,7,3,15,2019,11,141
2,711,6,3,3,0,12,7,5,12,2019,11,141
3,797,6,3,1,2,7,5,2,10,2019,11,141
4,723,6,2,3,1,8,6,2,9,2019,11,141
5,4906,6,3,0,3,6,6,0,9,2019,11,141
6,722,6,3,0,3,5,8,-3,9,2019,11,141
7,534,5,2,2,1,5,2,3,8,2019,11,141
8,732,5,2,2,1,8,5,3,8,2019,11,141
9,860,6,2,2,2,7,7,0,8,2019,11,141
10,719,6,2,1,3,10,10,0,7,2019,11,141
11,726,5,2,0,3,2,3,-1,6,2019,11,141
12,718,6,2,0,4,8,10,-2,6,2019,11,141
13,716,5,0,5,0,3,3,0,5,2019,11,141
14,535,6,1,2,3,4,7,-3,5,2019,11,141
15,717,5,0,4,1,6,7,-1,4,2019,11,141
16,4665,5,0,4,1,4,6,-2,4,2019,11,141
17,728,5,0,4,1,6,8,-2,4,2019,11,141
18,547,5,1,0,4,4,7,-3,3,2019,11,141
19,4907,5,0,3,2,5,8,-3,3,2019,11,141
20,731,5,0,2,3,1,5,-4,2,2019,11,141
21,799,5,0,2,3,3,11,-8,2,2019,11,141
22,544,6,0,2,4,4,13,-9,2,2019,11,141
1,724,6,5,0,1,10,7,3,15,2019,12,141
2,711,6,3,3,0,12,7,5,12,2019,12,141
3,722,7,4,0,3,6,8,-2,12,2019,12,141
4,723,7,2,4,1,10,8,2,10,2019,12,141
5,797,6,3,1,2,7,5,2,10,2019,12,141
6,4906,6,3,0,3,6,6,0,9,2019,12,141
7,732,5,2,2,1,8,5,3,8,2019,12,141
8,534,6,2,2,2,5,4,1,8,2019,12,141
9,860,6,2,2,2,7,7,0,8,2019,12,141
10,535,7,2,2,3,6,7,-1,8,2019,12,141
11,728,6,1,4,1,9,8,1,7,2019,12,141
12,719,6,2,1,3,10,10,0,7,2019,12,141
13,726,6,2,0,4,4,6,-2,6,2019,12,141
14,718,6,2,0,4,8,10,-2,6,2019,12,141
15,716,5,0,5,0,3,3,0,5,2019,12,141
16,717,6,0,5,1,7,8,-1,5,2019,12,141
17,4665,6,0,5,1,7,9,-2,5,2019,12,141
18,731,6,1,2,3,2,5,-3,5,2019,12,141
19,799,6,1,2,3,5,12,-7,5,2019,12,141
20,4907,5,0,3,2,5,8,-3,3,2019,12,141
21,547,6,1,0,5,6,11,-5,3,2019,12,141
22,544,6,0,2,4,4,13,-9,2,2019,12,141
1,724,7,5,0,2,10,8,2,15,2019,13,141
2,711,7,3,4,0,12,7,5,13,2019,13,141
3,4906,7,4,0,3,9,7,2,12,2019,13,141
4,722,7,4,0,3,6,8,-2,12,2019,13,141
5,723,7,2,4,1,10,8,2,10,2019,13,141
6,797,7,3,1,3,7,7,0,10,2019,13,141
7,534,6,2,2,2,5,4,1,8,2019,13,141
8,719,7,2,2,3,10,10,0,8,2019,13,141
9,860,7,2,2,3,9,10,-1,8,2019,13,141
10,535,7,2,2,3,6,7,-1,8,2019,13,141
11,732,6,2,2,2,8,9,-1,8,2019,13,141
12,728,6,1,4,1,9,8,1,7,2019,13,141
13,4907,6,1,3,2,8,9,-1,6,2019,13,141
14,726,6,2,0,4,4,6,-2,6,2019,13,141
15,718,7,2,0,5,9,12,-3,6,2019,13,141
16,717,6,0,5,1,7,8,-1,5,2019,13,141
17,716,6,0,5,1,4,6,-2,5,2019,13,141
18,4665,6,0,5,1,7,9,-2,5,2019,13,141
19,731,6,1,2,3,2,5,-3,5,2019,13,141
20,799,6,1,2,3,5,12,-7,5,2019,13,141
21,547,6,1,0,5,6,11,-5,3,2019,13,141
22,544,7,0,3,4,5,14,-9,3,2019,13,141
1,724,7,5,0,2,10,8,2,15,2019,14,141
2,711,7,3,4,0,12,7,5,13,2019,14,141
3,4906,7,4,0,3,9,7,2,12,2019,14,141
4,722,8,4,0,4,6,9,-3,12,2019,14,141
5,723,8,2,5,1,10,8,2,11,2019,14,141
6,797,7,3,1,3,7,7,0,10,2019,14,141
7,719,7,2,2,3,10,10,0,8,2019,14,141
8,860,7,2,2,3,9,10,-1,8,2019,14,141
9,732,6,2,2,2,8,9,-1,8,2019,14,141
10,534,7,2,2,3,5,7,-2,8,2019,14,141
11,535,8,2,2,4,6,8,-2,8,2019,14,141
12,728,7,1,4,2,9,9,0,7,2019,14,141
13,726,7,2,1,4,4,6,-2,7,2019,14,141
14,4907,6,1,3,2,8,9,-1,6,2019,14,141
15,547,7,2,0,5,9,12,-3,6,2019,14,141
16,718,7,2,0,5,9,12,-3,6,2019,14,141
17,717,6,0,5,1,7,8,-1,5,2019,14,141
18,716,6,0,5,1,4,6,-2,5,2019,14,141
19,4665,7,0,5,2,7,10,-3,5,2019,14,141
20,731,7,1,2,4,3,8,-5,5,2019,14,141
21,799,7,1,2,4,7,16,-9,5,2019,14,141
22,544,8,0,4,4,6,15,-9,4,2019,14,141
1,724,8,5,1,2,11,9,2,16,2019,15,141
2,711,8,3,5,0,13,8,5,14,2019,15,141
3,797,8,4,1,3,10,8,2,13,2019,15,141
4,4906,8,4,1,3,9,7,2,13,2019,15,141
5,722,8,4,0,4,6,9,-3,12,2019,15,141
6,723,8,2,5,1,10,8,2,11,2019,15,141
7,732,7,2,3,2,9,10,-1,9,2019,15,141
8,717,7,1,5,1,8,8,0,8,2019,15,141
9,716,7,1,5,1,5,6,-1,8,2019,15,141
10,719,8,2,2,4,10,11,-1,8,2019,15,141
11,534,7,2,2,3,5,7,-2,8,2019,15,141
12,535,8,2,2,4,6,8,-2,8,2019,15,141
13,860,8,2,2,4,9,12,-3,8,2019,15,141
14,728,7,1,4,2,9,9,0,7,2019,15,141
15,4907,7,1,4,2,10,11,-1,7,2019,15,141
16,726,7,2,1,4,4,6,-2,7,2019,15,141
17,547,7,2,0,5,9,12,-3,6,2019,15,141
18,718,8,2,0,6,10,15,-5,6,2019,15,141
19,4665,7,0,5,2,7,10,-3,5,2019,15,141
20,731,7,1,2,4,3,8,-5,5,2019,15,141
21,799,7,1,2,4,7,16,-9,5,2019,15,141
22,544,8,0,4,4,6,15,-9,4,2019,15,141
1,724,9,5,2,2,12,10,2,17,2019,16,141
2,722,9,5,0,4,7,9,-2,15,2019,16,141
3,711,8,3,5,0,13,8,5,14,2019,16,141
4,797,8,4,1,3,10,8,2,13,2019,16,141
5,4906,8,4,1,3,9,7,2,13,2019,16,141
6,723,9,2,6,1,11,9,2,12,2019,16,141
7,732,7,2,3,2,9,10,-1,9,2019,16,141
8,717,7,1,5,1,8,8,0,8,2019,16,141
9,728,8,1,5,2,11,11,0,8,2019,16,141
10,716,7,1,5,1,5,6,-1,8,2019,16,141
11,719,8,2,2,4,10,11,-1,8,2019,16,141
12,860,8,2,2,4,9,12,-3,8,2019,16,141
13,534,8,2,2,4,6,9,-3,8,2019,16,141
14,535,9,2,2,5,6,9,-3,8,2019,16,141
15,4907,7,1,4,2,10,11,-1,7,2019,16,141
16,547,8,2,1,5,10,13,-3,7,2019,16,141
17,726,8,2,1,5,6,9,-3,7,2019,16,141
18,4665,8,0,6,2,8,11,-3,6,2019,16,141
19,718,8,2,0,6,10,15,-5,6,2019,16,141
20,731,8,1,3,4,3,8,-5,6,2019,16,141
21,799,7,1,2,4,7,16,-9,5,2019,16,141
22,544,9,0,4,5,6,17,-11,4,2019,16,141
1,724,9,5,2,2,12,10,2,17,2019,17,141
2,711,9,3,6,0,13,8,5,15,2019,17,141
3,722,9,5,0,4,7,9,-2,15,2019,17,141
4,797,9,4,2,3,13,11,2,14,2019,17,141
5,4906,9,4,1,4,9,9,0,13,2019,17,141
6,723,9,2,6,1,11,9,2,12,2019,17,141
7,732,8,3,3,2,10,10,0,12,2019,17,141
8,719,9,3,2,4,12,11,1,11,2019,17,141
9,728,8,1,5,2,11,11,0,8,2019,17,141
10,716,8,1,5,2,6,8,-2,8,2019,17,141
11,717,8,1,5,2,8,10,-2,8,2019,17,141
12,534,8,2,2,4,6,9,-3,8,2019,17,141
13,535,9,2,2,5,6,9,-3,8,2019,17,141
14,860,9,2,2,5,9,15,-6,8,2019,17,141
15,799,8,2,2,4,9,17,-8,8,2019,17,141
16,547,8,2,1,5,10,13,-3,7,2019,17,141
17,726,8,2,1,5,6,9,-3,7,2019,17,141
18,4907,8,1,4,3,10,13,-3,7,2019,17,141
19,4665,8,0,6,2,8,11,-3,6,2019,17,141
20,731,8,1,3,4,3,8,-5,6,2019,17,141
21,718,9,2,0,7,11,18,-7,6,2019,17,141
22,544,9,0,4,5,6,17,-11,4,2019,17,141
1,724,10,5,2,3,12,11,1,17,2019,18,141
2,722,10,5,1,4,8,10,-2,16,2019,18,141
3,711,9,3,6,0,13,8,5,15,2019,18,141
4,723,10,3,6,1,14,10,4,15,2019,18,141
5,797,9,4,2,3,13,11,2,14,2019,18,141
6,4906,9,4,1,4,9,9,0,13,2019,18,141
7,732,8,3,3,2,10,10,0,12,2019,18,141
8,719,9,3,2,4,12,11,1,11,2019,18,141
9,534,9,3,2,4,7,9,-2,11,2019,18,141
10,726,9,3,1,5,8,9,-1,10,2019,18,141
11,535,10,2,3,5,6,9,-3,9,2019,18,141
12,728,9,1,5,3,12,13,-1,8,2019,18,141
13,716,8,1,5,2,6,8,-2,8,2019,18,141
14,717,8,1,5,2,8,10,-2,8,2019,18,141
15,547,9,2,2,5,13,16,-3,8,2019,18,141
16,860,9,2,2,5,9,15,-6,8,2019,18,141
17,799,8,2,2,4,9,17,-8,8,2019,18,141
18,4907,8,1,4,3,10,13,-3,7,2019,18,141
19,731,9,1,4,4,3,8,-5,7,2019,18,141
20,4665,9,0,6,3,8,13,-5,6,2019,18,141
21,718,9,2,0,7,11,18,-7,6,2019,18,141
22,544,10,0,5,5,6,17,-11,5,2019,18,141
1,724,10,5,2,3,12,11,1,17,2019,19,141
2,722,10,5,1,4,8,10,-2,16,2019,19,141
3,711,9,3,6,0,13,8,5,15,2019,19,141
4,723,10,3,6,1,14,10,4,15,2019,19,141
5,797,10,4,3,3,13,11,2,15,2019,19,141
6,732,9,4,3,2,13,11,2,15,2019,19,141
7,4906,10,4,2,4,11,11,0,14,2019,19,141
8,728,10,2,5,3,14,13,1,11,2019,19,141
9,719,10,3,2,5,12,13,-1,11,2019,19,141
10,534,9,3,2,4,7,9,-2,11,2019,19,141
11,726,9,3,1,5,8,9,-1,10,2019,19,141
12,535,10,2,3,5,6,9,-3,9,2019,19,141
13,718,10,3,0,7,14,19,-5,9,2019,19,141
14,860,10,2,3,5,10,16,-6,9,2019,19,141
15,547,9,2,2,5,13,16,-3,8,2019,19,141
16,716,9,1,5,3,7,11,-4,8,2019,19,141
17,717,9,1,5,3,9,13,-4,8,2019,19,141
18,799,9,2,2,5,10,20,-10,8,2019,19,141
19,4907,9,1,4,4,10,14,-4,7,2019,19,141
20,731,9,1,4,4,3,8,-5,7,2019,19,141
21,4665,9,0,6,3,8,13,-5,6,2019,19,141
22,544,10,0,5,5,6,17,-11,5,2019,19,141
1,724,11,6,2,3,14,11,3,20,2019,20,141
2,711,10,3,7,0,13,8,5,16,2019,20,141
3,723,11,3,7,1,16,12,4,16,2019,20,141
4,722,11,5,1,5,8,11,-3,16,2019,20,141
5,797,10,4,3,3,13,11,2,15,2019,20,141
6,732,9,4,3,2,13,11,2,15,2019,20,141
7,4906,10,4,2,4,11,11,0,14,2019,20,141
8,534,10,4,2,4,10,11,-1,14,2019,20,141
9,728,10,2,5,3,14,13,1,11,2019,20,141
10,719,10,3,2,5,12,13,-1,11,2019,20,141
11,726,10,3,1,6,8,11,-3,10,2019,20,141
12,535,11,2,4,5,6,9,-3,10,2019,20,141
13,731,10,2,4,4,5,9,-4,10,2019,20,141
14,718,10,3,0,7,14,19,-5,9,2019,20,141
15,860,10,2,3,5,10,16,-6,9,2019,20,141
16,716,9,1,5,3,7,11,-4,8,2019,20,141
17,717,9,1,5,3,9,13,-4,8,2019,20,141
18,547,10,2,2,6,13,18,-5,8,2019,20,141
19,799,9,2,2,5,10,20,-10,8,2019,20,141
20,4907,9,1,4,4,10,14,-4,7,2019,20,141
21,4665,10,0,6,4,8,15,-7,6,2019,20,141
22,544,11,0,5,6,6,19,-13,5,2019,20,141
1,724,11,6,2,3,14,11,3,20,2019,21,141
2,797,11,5,3,3,14,11,3,18,2019,21,141
3,711,10,3,7,0,13,8,5,16,2019,21,141
4,723,11,3,7,1,16,12,4,16,2019,21,141
5,722,11,5,1,5,8,11,-3,16,2019,21,141
6,732,10,4,3,3,14,13,1,15,2019,21,141
7,4906,11,4,3,4,12,12,0,15,2019,21,141
8,534,10,4,2,4,10,11,-1,14,2019,21,141
9,728,11,2,6,3,15,14,1,12,2019,21,141
10,860,11,3,3,5,11,16,-5,12,2019,21,141
11,717,10,2,5,3,13,15,-2,11,2019,21,141
12,719,11,3,2,6,13,15,-2,11,2019,21,141
13,799,10,3,2,5,13,20,-7,11,2019,21,141
14,726,10,3,1,6,8,11,-3,10,2019,21,141
15,535,11,2,4,5,6,9,-3,10,2019,21,141
16,4907,10,2,4,4,13,16,-3,10,2019,21,141
17,731,10,2,4,4,5,9,-4,10,2019,21,141
18,718,11,3,1,7,15,20,-5,10,2019,21,141
19,716,10,1,6,3,8,12,-4,9,2019,21,141
20,547,10,2,2,6,13,18,-5,8,2019,21,141
21,4665,10,0,6,4,8,15,-7,6,2019,21,141
22,544,11,0,5,6,6,19,-13,5,2019,21,141
1,724,12,6,3,3,14,11,3,21,2019,22,141
2,723,12,4,7,1,20,12,8,19,2019,22,141
3,797,11,5,3,3,14,11,3,18,2019,22,141
4,711,11,3,8,0,13,8,5,17,2019,22,141
5,722,12,5,1,6,10,15,-5,16,2019,22,141
6,732,10,4,3,3,14,13,1,15,2019,22,141
7,4906,11,4,3,4,12,12,0,15,2019,22,141
8,534,11,4,3,4,10,11,-1,15,2019,22,141
9,728,11,2,6,3,15,14,1,12,2019,22,141
10,860,11,3,3,5,11,16,-5,12,2019,22,141
11,717,10,2,5,3,13,15,-2,11,2019,22,141
12,719,11,3,2,6,13,15,-2,11,2019,22,141
13,726,11,3,2,6,9,12,-3,11,2019,22,141
14,535,12,2,5,5,7,10,-3,11,2019,22,141
15,799,10,3,2,5,13,20,-7,11,2019,22,141
16,4907,10,2,4,4,13,16,-3,10,2019,22,141
17,718,11,3,1,7,15,20,-5,10,2019,22,141
18,731,11,2,4,5,5,11,-6,10,2019,22,141
19,716,10,1,6,3,8,12,-4,9,2019,22,141
20,547,11,2,2,7,13,19,-6,8,2019,22,141
21,544,12,1,5,6,7,19,-12,8,2019,22,141
22,4665,11,0,7,4,8,15,-7,7,2019,22,141
1,724,12,6,3,3,14,11,3,21,2019,23,141
2,723,12,4,7,1,20,12,8,19,2019,23,141
3,797,12,5,3,4,14,12,2,18,2019,23,141
4,732,11,5,3,3,15,13,2,18,2019,23,141
5,711,11,3,8,0,13,8,5,17,2019,23,141
6,4906,12,4,4,4,13,13,0,16,2019,23,141
7,722,12,5,1,6,10,15,-5,16,2019,23,141
8,534,11,4,3,4,10,11,-1,15,2019,23,141
9,728,11,2,6,3,15,14,1,12,2019,23,141
10,717,11,2,6,3,15,17,-2,12,2019,23,141
11,860,12,3,3,6,12,19,-7,12,2019,23,141
12,799,11,3,3,5,16,23,-7,12,2019,23,141
13,726,11,3,2,6,9,12,-3,11,2019,23,141
14,535,12,2,5,5,7,10,-3,11,2019,23,141
15,719,12,3,2,7,14,17,-3,11,2019,23,141
16,4907,11,2,4,5,13,17,-4,10,2019,23,141
17,731,11,2,4,5,5,11,-6,10,2019,23,141
18,718,12,3,1,8,15,22,-7,10,2019,23,141
19,716,11,1,6,4,8,13,-5,9,2019,23,141
20,547,11,2,2,7,13,19,-6,8,2019,23,141
21,544,12,1,5,6,7,19,-12,8,2019,23,141
22,4665,12,0,7,5,9,17,-8,7,2019,23,141
1,723,13,5,7,1,22,13,9,22,2019,24,141
2,724,13,6,3,4,14,12,2,21,2019,24,141
3,732,12,5,4,3,16,14,2,19,2019,24,141
4,711,12,3,9,0,14,9,5,18,2019,24,141
5,797,12,5,3,4,14,12,2,18,2019,24,141
6,4906,12,4,4,4,13,13,0,16,2019,24,141
7,534,12,4,4,4,11,12,-1,16,2019,24,141
8,722,13,5,1,7,10,16,-6,16,2019,24,141
9,728,12,2,7,3,16,15,1,13,2019,24,141
10,717,11,2,6,3,15,17,-2,12,2019,24,141
11,726,12,3,3,6,10,13,-3,12,2019,24,141
12,535,13,2,6,5,7,10,-3,12,2019,24,141
13,860,12,3,3,6,12,19,-7,12,2019,24,141
14,799,11,3,3,5,16,23,-7,12,2019,24,141
15,719,12,3,2,7,14,17,-3,11,2019,24,141
16,4907,11,2,4,5,13,17,-4,10,2019,24,141
17,718,12,3,1,8,15,22,-7,10,2019,24,141
18,731,12,2,4,6,5,13,-8,10,2019,24,141
19,716,11,1,6,4,8,13,-5,9,2019,24,141
20,547,12,2,2,8,13,20,-7,8,2019,24,141
21,544,12,1,5,6,7,19,-12,8,2019,24,141
22,4665,12,0,7,5,9,17,-8,7,2019,24,141
1,723,13,5,7,1,22,13,9,22,2019,25,141
2,797,13,6,3,4,16,12,4,21,2019,25,141
3,724,13,6,3,4,14,12,2,21,2019,25,141
4,732,12,5,4,3,16,14,2,19,2019,25,141
5,711,12,3,9,0,14,9,5,18,2019,25,141
6,4906,13,4,4,5,13,14,-1,16,2019,25,141
7,534,12,4,4,4,11,12,-1,16,2019,25,141
8,722,13,5,1,7,10,16,-6,16,2019,25,141
9,728,12,2,7,3,16,15,1,13,2019,25,141
10,860,13,3,4,6,13,20,-7,13,2019,25,141
11,799,12,3,4,5,18,25,-7,13,2019,25,141
12,726,12,3,3,6,10,13,-3,12,2019,25,141
13,535,13,2,6,5,7,10,-3,12,2019,25,141
14,717,12,2,6,4,15,18,-3,12,2019,25,141
15,719,13,3,3,7,14,17,-3,12,2019,25,141
16,718,13,3,2,8,16,23,-7,11,2019,25,141
17,544,13,2,5,6,8,19,-11,11,2019,25,141
18,4907,12,2,4,6,14,20,-6,10,2019,25,141
19,731,12,2,4,6,5,13,-8,10,2019,25,141
20,716,12,1,6,5,9,15,-6,9,2019,25,141
21,547,12,2,2,8,13,20,-7,8,2019,25,141
22,4665,13,0,7,6,9,18,-9,7,2019,25,141
1,723,14,5,8,1,23,14,9,23,2019,26,141
2,797,13,6,3,4,16,12,4,21,2019,26,141
3,724,13,6,3,4,14,12,2,21,2019,26,141
4,732,13,5,5,3,17,15,2,20,2019,26,141
5,711,13,3,10,0,15,10,5,19,2019,26,141
6,4906,13,4,4,5,13,14,-1,16,2019,26,141
7,534,13,4,4,5,12,14,-2,16,2019,26,141
8,722,14,5,1,8,11,19,-8,16,2019,26,141
9,728,13,2,8,3,16,15,1,14,2019,26,141
10,860,13,3,4,6,13,20,-7,13,2019,26,141
11,799,12,3,4,5,18,25,-7,13,2019,26,141
12,717,12,2,6,4,15,18,-3,12,2019,26,141
13,719,13,3,3,7,14,17,-3,12,2019,26,141
14,726,13,3,3,7,11,16,-5,12,2019,26,141
15,535,14,2,6,6,7,12,-5,12,2019,26,141
16,547,13,3,2,8,14,20,-6,11,2019,26,141
17,718,13,3,2,8,16,23,-7,11,2019,26,141
18,544,13,2,5,6,8,19,-11,11,2019,26,141
19,4907,12,2,4,6,14,20,-6,10,2019,26,141
20,731,13,2,4,7,6,15,-9,10,2019,26,141
21,716,13,1,6,6,9,16,-7,9,2019,26,141
22,4665,13,0,7,6,9,18,-9,7,2019,26,141
1,724,14,7,3,4,16,13,3,24,2019,27,141
2,723,14,5,8,1,23,14,9,23,2019,27,141
3,797,14,6,4,4,18,14,4,22,2019,27,141
4,732,13,5,5,3,17,15,2,20,2019,27,141
5,711,13,3,10,0,15,10,5,19,2019,27,141
6,4906,14,4,5,5,13,14,-1,17,2019,27,141
7,534,13,4,4,5,12,14,-2,16,2019,27,141
8,722,14,5,1,8,11,19,-8,16,2019,27,141
9,719,14,4,3,7,18,19,-1,15,2019,27,141
10,728,13,2,8,3,16,15,1,14,2019,27,141
11,799,13,3,5,5,20,27,-7,14,2019,27,141
12,544,14,3,5,6,9,19,-10,14,2019,27,141
13,860,13,3,4,6,13,20,-7,13,2019,27,141
14,717,13,2,6,5,16,20,-4,12,2019,27,141
15,535,14,2,6,6,7,12,-5,12,2019,27,141
16,726,14,3,3,8,11,17,-6,12,2019,27,141
17,718,14,3,3,8,17,24,-7,12,2019,27,141
18,547,13,3,2,8,14,20,-6,11,2019,27,141
19,4907,13,2,5,6,15,21,-6,11,2019,27,141
20,4665,14,1,7,6,10,18,-8,10,2019,27,141
21,731,13,2,4,7,6,15,-9,10,2019,27,141
22,716,13,1,6,6,9,16,-7,9,2019,27,141
1,724,14,7,3,4,16,13,3,24,2019,28,141
2,723,15,5,8,2,25,17,8,23,2019,28,141
3,732,14,6,5,3,19,16,3,23,2019,28,141
4,711,14,4,10,0,17,11,6,22,2019,28,141
5,797,14,6,4,4,18,14,4,22,2019,28,141
6,4906,14,4,5,5,13,14,-1,17,2019,28,141
7,534,14,4,5,5,13,15,-2,17,2019,28,141
8,722,15,5,2,8,12,20,-8,17,2019,28,141
9,728,14,2,9,3,16,15,1,15,2019,28,141
10,719,14,4,3,7,18,19,-1,15,2019,28,141
11,535,15,3,6,6,8,12,-4,15,2019,28,141
12,860,14,3,5,6,13,20,-7,14,2019,28,141
13,799,13,3,5,5,20,27,-7,14,2019,28,141
14,544,14,3,5,6,9,19,-10,14,2019,28,141
15,731,14,3,4,7,8,15,-7,13,2019,28,141
16,717,13,2,6,5,16,20,-4,12,2019,28,141
17,547,14,3,3,8,16,22,-6,12,2019,28,141
18,726,14,3,3,8,11,17,-6,12,2019,28,141
19,716,14,2,6,6,10,16,-6,12,2019,28,141
20,718,14,3,3,8,17,24,-7,12,2019,28,141
21,4907,13,2,5,6,15,21,-6,11,2019,28,141
22,4665,14,1,7,6,10,18,-8,10,2019,28,141
1,724,15,7,3,5,16,14,2,24,2019,29,141
2,723,15,5,8,2,25,17,8,23,2019,29,141
3,732,14,6,5,3,19,16,3,23,2019,29,141
4,711,14,4,10,0,17,11,6,22,2019,29,141
5,797,15,6,4,5,18,15,3,22,2019,29,141
6,4906,15,4,6,5,13,14,-1,18,2019,29,141
7,534,15,4,6,5,14,16,-2,18,2019,29,141
8,722,15,5,2,8,12,20,-8,17,2019,29,141
9,728,14,2,9,3,16,15,1,15,2019,29,141
10,719,14,4,3,7,18,19,-1,15,2019,29,141
11,535,15,3,6,6,8,12,-4,15,2019,29,141
12,860,14,3,5,6,13,20,-7,14,2019,29,141
13,799,14,3,5,6,22,30,-8,14,2019,29,141
14,544,15,3,5,7,10,22,-12,14,2019,29,141
15,731,14,3,4,7,8,15,-7,13,2019,29,141
16,717,14,2,6,6,17,22,-5,12,2019,29,141
17,547,14,3,3,8,16,22,-6,12,2019,29,141
18,716,14,2,6,6,10,16,-6,12,2019,29,141
19,726,15,3,3,9,11,19,-8,12,2019,29,141
20,718,15,3,3,9,17,25,-8,12,2019,29,141
21,4907,14,2,5,7,15,23,-8,11,2019,29,141
22,4665,15,1,7,7,10,20,-10,10,2019,29,141
1,711,15,5,10,0,21,14,7,25,2019,30,141
2,732,15,6,6,3,21,18,3,24,2019,30,141
3,724,15,7,3,5,16,14,2,24,2019,30,141
4,723,16,5,8,3,26,19,7,23,2019,30,141
5,797,15,6,4,5,18,15,3,22,2019,30,141
6,4906,15,4,6,5,13,14,-1,18,2019,30,141
7,534,15,4,6,5,14,16,-2,18,2019,30,141
8,722,15,5,2,8,12,20,-8,17,2019,30,141
9,728,15,2,10,3,17,16,1,16,2019,30,141
10,535,16,3,7,6,9,13,-4,16,2019,30,141
11,719,15,4,3,8,18,20,-2,15,2019,30,141
12,860,15,3,6,6,15,22,-7,15,2019,30,141
13,799,14,3,5,6,22,30,-8,14,2019,30,141
14,544,15,3,5,7,10,22,-12,14,2019,30,141
15,547,15,3,4,8,17,23,-6,13,2019,30,141
16,716,15,2,7,6,10,16,-6,13,2019,30,141
17,731,15,3,4,8,8,16,-8,13,2019,30,141
18,717,15,2,6,7,17,24,-7,12,2019,30,141
19,726,15,3,3,9,11,19,-8,12,2019,30,141
20,718,15,3,3,9,17,25,-8,12,2019,30,141
21,4907,14,2,5,7,15,23,-8,11,2019,30,141
22,4665,15,1,7,7,10,20,-10,10,2019,30,141
1,732,16,7,6,3,22,18,4,27,2019,31,141
2,711,15,5,10,0,21,14,7,25,2019,31,141
3,797,16,7,4,5,21,17,4,25,2019,31,141
4,724,16,7,4,5,17,15,2,25,2019,31,141
5,723,16,5,8,3,26,19,7,23,2019,31,141
6,4906,16,4,6,6,13,16,-3,18,2019,31,141
7,534,16,4,6,6,14,20,-6,18,2019,31,141
8,722,16,5,3,8,13,21,-8,18,2019,31,141
9,799,15,4,5,6,24,31,-7,17,2019,31,141
10,728,15,2,10,3,17,16,1,16,2019,31,141
11,535,16,3,7,6,9,13,-4,16,2019,31,141
12,719,15,4,3,8,18,20,-2,15,2019,31,141
13,860,15,3,6,6,15,22,-7,15,2019,31,141
14,718,16,4,3,9,19,26,-7,15,2019,31,141
15,544,16,3,5,8,10,26,-16,14,2019,31,141
16,547,15,3,4,8,17,23,-6,13,2019,31,141
17,716,15,2,7,6,10,16,-6,13,2019,31,141
18,731,15,3,4,8,8,16,-8,13,2019,31,141
19,4665,16,2,7,7,12,21,-9,13,2019,31,141
20,717,15,2,6,7,17,24,-7,12,2019,31,141
21,726,15,3,3,9,11,19,-8,12,2019,31,141
22,4907,15,2,5,8,15,24,-9,11,2019,31,141
1,711,16,6,10,0,24,15,9,28,2019,32,141
2,732,16,7,6,3,22,18,4,27,2019,32,141
3,723,17,6,8,3,27,19,8,26,2019,32,141
4,797,16,7,4,5,21,17,4,25,2019,32,141
5,724,16,7,4,5,17,15,2,25,2019,32,141
6,4906,16,4,6,6,13,16,-3,18,2019,32,141
7,534,16,4,6,6,14,20,-6,18,2019,32,141
8,722,16,5,3,8,13,21,-8,18,2019,32,141
9,728,16,2,11,3,18,17,1,17,2019,32,141
10,799,15,4,5,6,24,31,-7,17,2019,32,141
